組付番号,存在フラグ,部品1,部品2,組立部品,部品1の構成部品,,,,,,,,,,,,,,部品2の構成部品,,,,,,,,,,,,,,組立部品の構成部品,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
420,1,232,199,139,0,0,0,0,0,6,0,0,0,0,0,0,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
421,1,232,215,166,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
422,1,232,227,194,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
423,1,234,68,23,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,0,11,12,0,14,1,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,1,234,131,54,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,1,2,3,4,5,0,7,8,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,1,234,67,28,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,0,11,0,0,14,1,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,1,234,143,73,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,9,0,11,12,0,14,1,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
427,1,234,192,138,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,1,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,1,234,227,199,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,0,0,0,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,1,234,194,139,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,1,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,1,234,24,15,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,10,11,12,0,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,1,234,44,19,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,10,11,0,0,14,1,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,1,234,40,18,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,0,11,12,0,14,1,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,1,234,184,140,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,1,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,1,234,43,17,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,10,11,12,0,14,1,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,1,234,98,42,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,0,11,0,0,14,1,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,1,234,165,107,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,9,0,11,0,0,14,1,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,1,234,174,106,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,0,0,11,12,0,14,1,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,1,234,64,26,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,10,11,0,0,14,1,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,1,234,80,32,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,0,0,11,12,0,14,1,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,1,234,99,41,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,9,0,11,0,0,14,1,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,1,234,206,172,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,1,234,65,25,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,9,0,11,12,0,14,1,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,1,234,173,102,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,9,0,11,12,0,14,1,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,1,235,54,26,0,0,0,0,0,6,0,0,0,10,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,0,13,14,1,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,1,235,72,35,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
446,1,235,80,43,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
447,1,235,51,20,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
448,1,235,65,24,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
449,1,235,25,15,0,0,0,0,0,6,0,0,0,10,0,0,0,0,1,2,3,4,5,0,7,8,9,0,11,12,13,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
450,1,235,58,27,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
451,1,235,198,157,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
452,1,235,155,96,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
453,1,235,41,19,0,0,0,0,0,6,0,0,0,10,0,0,0,0,1,2,3,4,5,0,7,8,9,0,11,0,13,14,1,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
454,1,235,177,111,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
455,1,235,181,132,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
456,1,235,131,64,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
457,1,235,99,44,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
458,1,235,32,17,0,0,0,0,0,6,0,0,0,10,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,12,13,14,1,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
459,1,235,30,16,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
