組付番号,存在フラグ,部品1,部品2,組立部品,部品1の構成部品,,,,,,,,,,,,,,部品2の構成部品,,,,,,,,,,,,,,組立部品の構成部品,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
208,1,8,161,134,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,2,0,0,5,0,0,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,1,8,194,178,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,2,0,0,5,6,0,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,1,8,206,193,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,2,0,0,5,0,0,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,1,8,136,109,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,2,0,0,5,6,0,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,1,8,133,100,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,2,0,0,5,0,0,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
213,1,8,137,103,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,2,0,0,5,6,0,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,1,8,143,113,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,2,0,0,5,6,0,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215,1,8,184,164,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,2,0,0,5,0,0,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
216,1,8,182,162,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,2,0,0,5,0,0,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,1,8,204,185,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,0,0,0,0,6,0,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
218,1,8,172,147,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,11,0,13,14,1,2,0,0,5,0,0,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,1,8,14,231,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,1,8,192,175,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,2,0,0,5,0,0,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,1,8,165,150,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,2,0,0,5,6,0,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,1,8,166,142,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,2,0,0,5,6,0,8,0,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,1,8,163,135,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,2,0,0,5,0,0,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,1,8,174,146,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,2,0,0,5,6,0,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,1,8,173,145,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,2,0,0,5,0,0,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,1,9,34,21,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227,1,9,43,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228,1,9,35,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,1,9,194,165,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,1,9,184,173,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,1,9,172,138,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,11,0,13,14,1,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,1,9,174,143,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,1,9,179,160,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,1,9,206,192,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
235,1,9,23,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,6,7,8,0,0,11,12,13,14,1,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
236,1,9,26,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,6,7,8,0,10,11,0,13,14,1,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,1,9,20,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,1,9,177,155,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239,1,9,111,96,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,1,9,131,99,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,1,9,106,73,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,5,6,0,0,0,0,11,12,13,14,1,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,1,9,198,181,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,1,9,166,136,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
244,1,9,161,133,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,1,9,182,163,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
246,1,9,54,41,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,0,13,14,1,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
247,1,9,68,40,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
248,1,9,64,44,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
249,1,9,140,102,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,11,12,13,14,1,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250,1,9,151,126,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,1,9,137,101,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,1,9,232,225,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,1,9,157,132,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,1,9,228,218,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
255,1,9,59,36,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,1,9,51,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,1,9,72,58,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,1,9,222,204,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
259,1,9,17,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,6,7,8,0,10,11,12,13,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260,1,9,14,230,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,1,9,42,28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,6,7,8,0,0,11,0,13,14,1,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
262,1,9,139,107,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,5,6,0,0,0,0,11,0,13,14,1,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,1,9,32,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,3,4,5,0,7,8,0,0,11,12,13,14,1,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,1,9,98,67,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,1,9,80,65,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266,1,10,98,64,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
267,1,10,18,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,4,5,6,7,8,9,0,11,12,13,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
268,1,10,160,132,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269,1,10,23,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,4,5,6,7,8,0,0,11,12,13,14,1,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270,1,10,28,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,4,5,6,7,8,9,0,11,0,13,14,1,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
271,1,10,151,111,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272,1,10,21,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273,1,10,36,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274,1,10,40,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275,1,10,34,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
276,1,10,126,96,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
277,1,10,179,157,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
278,1,10,59,35,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279,1,10,42,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,4,5,6,7,8,0,0,11,0,13,14,1,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
280,1,10,67,44,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
281,1,10,68,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
282,1,11,230,220,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,1,11,228,216,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,1,11,232,219,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
285,1,11,96,63,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,0,3,4,0,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286,1,11,198,176,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,0,3,4,0,0,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,1,11,14,229,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,1,11,225,205,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,0,0,0,0,6,0,0,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,1,11,177,149,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,3,4,0,0,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,1,11,179,156,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,1,11,181,152,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,3,4,0,0,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,1,11,222,202,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,0,0,0,0,6,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,1,11,151,125,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,0,3,4,0,6,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,1,11,160,114,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,0,3,4,0,6,7,8,9,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,1,11,155,120,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,0,3,4,0,0,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,1,11,218,200,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,1,11,157,129,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,0,3,4,0,6,7,8,0,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,1,11,111,89,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,0,3,4,0,6,7,8,0,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299,1,11,204,183,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,0,0,0,0,6,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,1,11,126,83,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,0,3,4,0,6,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,1,11,132,82,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,0,3,4,0,6,7,8,9,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,1,12,58,30,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,1,12,59,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,1,12,19,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,6,7,8,9,10,11,0,13,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,1,12,41,25,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,0,7,8,9,0,11,0,13,14,1,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,1,12,35,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,1,12,232,222,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,1,12,44,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,1,12,36,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,1,12,14,228,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,1,12,26,17,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,6,7,8,0,10,11,0,13,14,1,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,1,12,42,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,6,7,8,0,0,11,0,13,14,1,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,1,12,27,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
